"user_name","user_description","user_link","location","investments","followers","date"
"Australian Energy Consultants","Energy Management for all businesses","https://angel.co/australian-energy-consultants","Newcastle","Jul ’15",1,2015-07-01
"Owlparrot","Integrated fridge and phone","https://angel.co/owlparrot-1","Newcastle","Jan ’13",8,2013-01-01
"EsiPick","Tech: SaaS, Global Market Size: +500,000, Corporate: Aus/US, Offshore: Pakistan","https://angel.co/esipick-1","Newcastle","Jan ’15",2,2015-01-01
"iGENIUS","Online Phone Retailer & Repair Business","https://angel.co/igenius","Newcastle","Jan ’15",2,2015-01-01
"Australian Church Index","Directory of churches across Australia.","https://angel.co/australian-church-index","Newcastle","Aug ’13",2,2013-08-01
"E.V Nova","No more sitting in traffic","https://angel.co/e-v-nova","Newcastle","Aug ’14",5,2014-08-01
"IranMCT تیم مشاوران مدیریت ایران","Management Consultant","https://angel.co/iranmct-1","Newcastle","Jul ’14",5,2014-07-01
"Obelisk Systems","The New Generation's Educational Space Hardware","https://angel.co/obelisk-systems","Newcastle","Sep ’15",4,2015-09-01
"Omnicarbon","software for managing business carbon risk sustainability","https://angel.co/omnicarbon","Newcastle","Feb ’16",1,2016-02-01
"Newcastle Wa Locksmiths","Newcastle Wa Locksmiths","https://angel.co/newcastle-wa-locksmiths-1","Newcastle","Jul ’16",1,2016-07-01
"Newcastle WA Garage Door Repair","Garage Door Repair Newcastle, WA * (425) 598-0538 24Hr","https://angel.co/newcastle-wa-garage-door-repair-1","Newcastle","Apr ’16",1,2016-04-01
"Olivia Graham Cashmere","Cashmere wraps, Long cashmere cardigan, men’s cabled sweater, Cashmere cardigans for women","https://angel.co/olivia-graham-cashmere","Newcastle","Dec ’15",1,2015-12-01
"WineBlokes","Solutions for Primary Producers","https://angel.co/wineblokes","Newcastle","Sep ’15",1,2015-09-01
"Carpet Cleaning Specialists","Efficient Carpet Cleaning Services","https://angel.co/carpet-cleaning-specialists","Newcastle","Aug ’15",1,2015-08-01
"Cleaning In Newcastle","Novotek Cleaning Services","https://angel.co/cleaning-in-newcastle","Newcastle","Aug ’15",1,2015-08-01
"Votebird","the world votes","https://angel.co/votebird","Newcastle","Sep ’14",1,2014-09-01
"Biteable","The world's simplest video builder","https://angel.co/biteable","Hobart","Mar ’14",20,2014-03-01
"Farmware","Multi Device Farm Management Application","https://angel.co/farmware","Hobart","May ’14",6,2014-05-01
"Jarvis Production","Endangered species virtual pet game","https://angel.co/jarvis-production","Hobart","Jun ’14",2,2014-06-01
"Hobart Locksmiths","24/7 Locksmith in Hobart, IN | (219) 212-2436 | Hobart Locksmiths","https://angel.co/hobart-locksmiths-1","Hobart","Jan ’16",1,2016-01-01
"Travl8tor","Corporate travel management with online booking","https://angel.co/travl8tor","Hobart","Sep ’14",1,2014-09-01
"Biteable","The world's simplest video builder","https://angel.co/biteable","Hobart","Mar ’14",20,2014-03-01
"Farmware","Multi Device Farm Management Application","https://angel.co/farmware","Hobart","May ’14",6,2014-05-01
"Jarvis Production","Endangered species virtual pet game","https://angel.co/jarvis-production","Hobart","Jun ’14",2,2014-06-01
"Hobart Locksmiths","24/7 Locksmith in Hobart, IN | (219) 212-2436 | Hobart Locksmiths","https://angel.co/hobart-locksmiths-1","Hobart","Jan ’16",1,2016-01-01
"Travl8tor","Corporate travel management with online booking","https://angel.co/travl8tor","Hobart","Sep ’14",1,2014-09-01
"Alivate","Software Coding Collaboration","https://angel.co/alivate","Geelong","Aug ’13",8,2013-08-01
"Geelong Angel Investor Network","Australian Angel investor group","https://angel.co/geelong-angel-investor-network","Geelong","Sep ’14",6,2014-09-01
"Digital Funk","Everything Social Media","https://angel.co/digital-funk","Geelong","Jan ’14",2,2014-01-01
"XcommaY","Cloud + CLI hybrid for collaborative data analysis.","https://angel.co/xcommay","Geelong","May ’15",2,2015-05-01
"Fresh Property Management Group","Property Management, Real Estate Agent","https://angel.co/fresh-property-management-group-1","Geelong","Jun ’16",1,2016-06-01
"Enterprise Monkey","Enterprise monkey for SMEs and Non-for-Profits provides integration, automation","https://angel.co/enterprise-monkey","Geelong","Oct ’15",2,2015-10-01
"Geelong Commercial Cleaners","Residential & Commercial Cleaning","https://angel.co/geelong-commercial-cleaners","Geelong","Jul ’15",1,2015-07-01
"Isagenix Independent Associate","World Class Nutritional Cleansing Systems","https://angel.co/isagenix-independent-associate","Geelong","May ’15",2,2015-05-01
"BALTECH","“Surgery: Which would you prefer – you first or the virtual you first?”","https://angel.co/baltech-1","Ballarat","Mar ’15",4,2015-03-01
"National Tiles Ballarat","National Tiles has the international market knowledge,","https://angel.co/national-tiles-ballarat","Ballarat","May ’16",1,2016-05-01
"Campaign Monitor","Send beautiful email newsletters.","https://angel.co/campaign-monitor","Sydney","Jun ’13",140,2013-06-01
"Fluent","The future of email","https://angel.co/fluent","Sydney","Mar ’12",1017,2012-03-01
"Canva","Amazingly simple graphic design.","https://angel.co/canva","Sydney","May ’12",1062,2012-05-01
"DesignCrowd","Crowdsourcing creativity and design.","https://angel.co/designcrowd","Sydney","Nov ’12",191,2012-11-01
"Ninja Blocks","Home control reimagined.","https://angel.co/ninja-blocks","San Francisco","Mar ’12",991,2012-03-01
"Stitch","Dating, companionship, travel & activities for older adults","https://angel.co/stitch","San Francisco","Apr ’14",195,2014-04-01
"biNu","Your Smart Phone in the Cloud","https://angel.co/binu","Sydney","Jun ’11",94,2011-06-01
"Lumific","Your photos: automatically edited, sorted and searchable","https://angel.co/lumific","San Francisco","Nov ’13",178,2013-11-01
"Pet Circle (Formerly Paws for Life)","Australia's Wag.com","https://angel.co/pet-circle-formerly-paws-for-life","Sydney","Feb ’13",116,2013-02-01
"Airtasker","Find people to help you around the home and office.","https://angel.co/airtasker-1","Sydney","Aug ’12",126,2012-08-01
"Rezdy","B2B Marketplace for Tours & Activities","https://angel.co/rezdy","Sydney","Jul ’12",82,2012-07-01
"Expert360","On-demand consulting and business talent platform","https://angel.co/expert360","Sydney","Mar ’13",107,2013-03-01
"Propeller Aerobotics","Platform for integrating drone data for enterprise.","https://angel.co/propeller-aerobotics","Sydney","Sep ’14",64,2014-09-01
"Issue","Mobile magazines with Shoppable Stories (Angelpad #5)","https://angel.co/issue","Sydney","Oct ’11",265,2011-10-01
"Shoes of Prey","Design your own shoes","https://angel.co/shoes-of-prey","Sydney","Jun ’14",83,2014-06-01
"Bubble Gum Interactive","Mobile Games and virtual worlds","https://angel.co/bubble-gum-interactive","Sydney","Apr ’11",88,2011-04-01
"Kinderloop","Beautifully simple early childhood reporting!","https://angel.co/kinderloop","San Francisco","Feb ’13",222,2013-02-01
"AirTree Ventures","Growth stage software businesses","https://angel.co/airtree-ventures","Sydney","Sep ’15",21,2015-09-01
"Posse","Social discovery / Social CRM for merchants","https://angel.co/posse","Sydney","Feb ’13",128,2013-02-01
"section.io","section.io is a new class of content delivery network; built for agile teams.","https://angel.co/section-io","Sydney","Aug ’15",25,2015-08-01
"Planwise","Any Property Site + Financial Tools + Agent + Lender","https://angel.co/planwise","San Francisco","Jul ’11",271,2011-07-01
"Invoice2go","The easiest way to invoice","https://angel.co/invoice2go","Sydney","Aug ’14",73,2014-08-01
"Composure","Autocomplete for email","https://angel.co/composure","San Francisco","Nov ’13",92,2013-11-01
"Shoeboxed","","https://angel.co/shoeboxed","Durham","Aug ’15",48,2015-08-01
"Oomph","Powered multi channel creative","https://angel.co/oomph","Sydney","Jan ’14",13,2014-01-01
"IRL Gaming","Four Square meets Mafia wars with Zombies","https://angel.co/irl-gaming","Sydney","Mar ’11",86,2011-03-01
"iMega Group","Niche sites targeting consumer interest groups","https://angel.co/imega-group","Sydney","Feb ’12",28,2012-02-01
"Play2Lead","Gamified Mobile + VR Corporate Training","https://angel.co/play2lead","Sydney","Jul ’13",42,2013-07-01
"Young Republic","More than an online marketplace for independent fashion designers (SM12)","https://angel.co/young-republic","Sydney","Mar ’12",124,2012-03-01
"Pocketbook","Making personal finance ridiculously simple","https://angel.co/pocketbook","Sydney","Sep ’12",88,2012-09-01
"ZeroMail","Best practice email client integrating virtual assistant, task management and social media","https://angel.co/zeromail","Sydney","May ’11",168,2011-05-01
"Vero","Send data-driven emails to your customers.","https://angel.co/vero","Sydney","Mar ’12",68,2012-03-01
"Practice Ignition","Reinventing the client - accountant relationship","https://angel.co/practice-ignition","Sydney","Nov ’13",63,2013-11-01
"PhotoMerchant","Portfolio, Ecommerce and marketing automation platform for Photographers","https://angel.co/photomerchant","Sydney","Mar ’12",237,2012-03-01
"goCatch","Australia's leading smartphone based taxi bookings & payments platform","https://angel.co/gocatch","Sydney","Jun ’14",56,2014-06-01
"Deliveroo","Delivering High Quality Restaurant Food","https://angel.co/deliveroo","Sydney","Sep ’13",135,2013-09-01
"Mindfulness Summit","Mindfulness Meditation training from the worlds best","https://angel.co/mindfulness-summit","Byron Bay","Mar ’16",9,2016-03-01
"Launch Partners","Launch Partners is a leading startup incubator in Sydney, Australia","https://angel.co/launch-partners","Sydney","Jan ’14",8,2014-01-01
"Growth Angels","Angel Investment & world class online marketing expertise to help your startup grow!","https://angel.co/growth-angels-2","Sydney","Mar ’12",136,2012-03-01
"Spring.me","Meet fun and interesting people through Questions and Answers","https://angel.co/spring-me","Sydney","Feb ’15",61,2015-02-01
"Medallia","Software to understand and improve the customer experience.","https://angel.co/medallia","Palo Alto","Jan ’12",133,2012-01-01
"GetSwift","Simple software for businesses to manage and optimise their local delivery operation","https://angel.co/getswift","Sydney","May ’15",23,2015-05-01
"Right Click Capital","Investment firm that does Seed and Series A stage investments","https://angel.co/right-click-capital","Sydney","Jul ’12",89,2012-07-01
"Shiftr","Task Rabbit inside the enterprise.","https://angel.co/shiftr","Sydney","Apr ’13",87,2013-04-01
"CapitalPitch","The World's First Capital Raising Accelerator, equity funding platform and VC","https://angel.co/capitalpitch","Sydney","Jan ’16",28,2016-01-01
"Dessert Labs PBC","Early-stage, funded startup – natural language & AI","https://angel.co/dessert-labs","San Francisco","Apr ’15",22,2015-04-01
"Karbon","Task management software for accountants","https://angel.co/karbonhq","San Francisco","Apr ’16",29,2016-04-01
"Incoming Media","High Quality Mobile Entertainment™","https://angel.co/incoming-media-1","Palo Alto","Apr ’14",28,2014-04-01
"Noosbox","Ridiculously simple customer service","https://angel.co/noosbox","Sydney","Aug ’11",37,2011-08-01
"Surprise Attack","Miramax for independent digital video games","https://angel.co/surprise-attack","Melbourne","May ’14",19,2014-05-01
"Fetchh","The front-end for posting parcels.","https://angel.co/fetchh","Sydney","Apr ’15",40,2015-04-01
"Balanced Labs","Accounting for the next generation.","https://angel.co/balanced-labs","San Francisco","Jun ’14",66,2014-06-01
"AussieCommerce","One of the largest eCommerce groups in Australia, with 2.5M+ members and $100M+ revenue","https://angel.co/aussiecommerce","Sydney","Aug ’13",41,2013-08-01
"Stockspot","Australia's fastest growing automated investment service","https://angel.co/stockspot-1","Sydney","Sep ’13",44,2013-09-01
"Foogi","Scheduling in Seconds (SM14)","https://angel.co/foogi","Sydney","Jul ’13",48,2013-07-01
"Jayride","E-Commerce Platform for Passenger Trips","https://angel.co/jayride","Sydney","Jun ’12",55,2012-06-01
"Oneflare","The one connection you need to get the job done","https://angel.co/oneflare","Sydney","Aug ’13",32,2013-08-01
"CODEHIRE","Workable (+ skills testing) for coder recruitment.","https://angel.co/codehire-1","Sydney","Nov ’13",29,2013-11-01
"Oula.la","On/Off & Bounce Insurances – Levels of insurance as you need them","https://angel.co/oulala","Sydney","Apr ’13",26,2013-04-01
"SYD Ventures","We're a startup company that just happens to invest in other startups","https://angel.co/syd-ventures","Sydney","Feb ’13",51,2013-02-01
"The Iconic","","https://angel.co/the-iconic","Sydney","Feb ’13",67,2013-02-01
"The Search Party","Online Recruitment Marketplace","https://angel.co/the-search-party","Sydney","Nov ’13",36,2013-11-01
"Qnect Technologies","Quickly Connect with friends at social events","https://angel.co/qnect","Sydney","May ’15",12,2015-05-01
"Birch","Turning credit card rewards into lifetime experiences","https://angel.co/birchfinance","Gainesville","Apr ’15",10,2015-04-01
"Surfed.at","Social platform for surfers","https://angel.co/surfed-at","Sydney","Mar ’12",52,2012-03-01
"IconPark","Crowdfunding platform for the hospitality industry","https://angel.co/iconpark","Sydney","Feb ’14",30,2014-02-01
"Lucid Smart Pill","Powerful Memory & Focus Enhancer","https://angel.co/lucid-smart-pill","Sydney","Jul ’16",4,2016-07-01
"Globetrooper","Unguided Group Adventure Travel","https://angel.co/globetrooper","Sydney","Mar ’12",31,2012-03-01
"BigAtBusiness","All in one SME business platform with an exclusive agreement to supply to 22000 businesses","https://angel.co/bigatbusiness","Sydney","Nov ’11",38,2011-11-01
"Stagebitz","Inventory management and market place for entertainment industry","https://angel.co/stagebitz","Sydney","Aug ’11",48,2011-08-01
"Miss Amara","Curation & Customisation of Rugs","https://angel.co/miss-amara","Sydney","Oct ’14",5,2014-10-01
"Bleeply","Twitter for Business without the Bloopers","https://angel.co/bleeply","Sydney","Mar ’12",37,2012-03-01
"Tinybeans","Tinybeans is a Nurture Network whose purpose is to help families raise their children","https://angel.co/tinybeans-1","Sydney","Mar ’12",53,2012-03-01
"Muru Music","The perfect playlist everytime, within seconds","https://angel.co/muru-music","Sydney","May ’15",17,2015-05-01
"GetListed","Find great talent from people you trust","https://angel.co/getlisted","Sydney","Apr ’12",66,2012-04-01
"CUZIN","Your Global Shopping Family","https://angel.co/cuzin-1","Sydney","Mar ’15",8,2015-03-01
"From Little Things","FLT helps you learn about startups and apply those learnings, to your own startup, investment portfolio, and public policy","https://angel.co/from-little-things","Sydney","Dec ’12",47,2012-12-01
"LearnCube","Create your own online Language School - Whitelabel - B2B -SAAS","https://angel.co/learncube","Sydney","Sep ’15",133,2015-09-01
"GimmeQuotes","Service quotes done right.","https://angel.co/gimmequotes","Sydney","Mar ’12",42,2012-03-01
"Zeetings","Reinventing the way people present their ideas","https://angel.co/zeetings","Sydney","Dec ’13",28,2013-12-01
"Crucial Cloud Hosting","","https://angel.co/crucial-cloud-hosting","Sydney","Jul ’14",6,2014-07-01
"QPay","College Student Society Payments Platform","https://angel.co/qpay-1","San Francisco","Sep ’15",7,2015-09-01
"Tonight","You only live once. Make tonight count.","https://angel.co/tonight","Sydney","Mar ’12",59,2012-03-01
"Zenogen","Highly Efficient Catalyst for Hydrogen Production","https://angel.co/zenogen","Sydney","Sep ’12",54,2012-09-01
"vennd.io","Easy digital currencies","https://angel.co/vennd-io","Sydney","Jul ’14",48,2014-07-01
"ObjectHub","Firebase meets GitHub for faster collaborative development","https://angel.co/objecthub","Melbourne","Aug ’15",3,2015-08-01
"BuzzNumbers","Social Media Monitoring & CRM","https://angel.co/buzznumbers","Sydney","May ’11",83,2011-05-01
"Pageload","Make your website","https://angel.co/pageload","Sydney","Oct ’15",3,2015-10-01
"Food Orbit","Buy and sell local and responsibly farmed food, simply!","https://angel.co/food-orbit","Sydney","Jun ’13",46,2013-06-01
"rapporr","skip the small talk","https://angel.co/rapporr","Sydney","Aug ’14",13,2014-08-01
"list.cc","The way classifieds should be","https://angel.co/list-cc","Sydney","Feb ’15",6,2015-02-01
"SpoonFeedMe","Student Becomes the Teacher","https://angel.co/spoonfeedme","Sydney","Apr ’14",11,2014-04-01
"eora 3D","High-precision 3D Scanning powered by a smartphone","https://angel.co/eora-3d","Sydney","Sep ’15",11,2015-09-01
"AirService","The mobile ordering solution","https://angel.co/airservice","Sydney","Aug ’12",65,2012-08-01
"Equitise","Capital from the crowd","https://angel.co/equitise","Sydney","Jul ’14",30,2014-07-01
"BrickX","The new way to enter the property market.","https://angel.co/brickx","Sydney","Jul ’14",28,2014-07-01
"The Mentoring Club","Quality Mentoring from Industry-Leading Experts","https://angel.co/the-mentoring-club","Sydney","Sep ’15",6,2015-09-01
"FreightExchange","Marketplace to sell excess freight capacity","https://angel.co/freightexchange","Sydney","Nov ’13",28,2013-11-01
"Hynt","Native Advertising For E-commerce","https://angel.co/hynt","Sydney","Oct ’14",10,2014-10-01
"The New Agency","We build web businesses for startups big and small.","https://angel.co/the-new-agency-1","Sydney","Aug ’12",38,2012-08-01
"Artscrowd","Social Art Marketplace","https://angel.co/artscrowd","Sydney","Feb ’12",39,2012-02-01
"AdBidx","Programmatic & Targeted Digital Billboard Advertising","https://angel.co/adbidx","Sydney","Feb ’13",38,2013-02-01
"OMG","Online Marketing Group","https://angel.co/omg","Sydney","Feb ’12",21,2012-02-01
"Australian Credit and Finance","We find you the best loan, take care of the paperwork and do it for free","https://angel.co/australian-credit-and-finance","Sydney","Jun ’13",19,2013-06-01
"Coachy","1-on-1 live video coaching tool","https://angel.co/coachy","Sydney","Feb ’12",82,2012-02-01
"Fusion Books","Cloud based design tool for School Yearbooks","https://angel.co/fusion-books-1","Sydney","Jun ’12",42,2012-06-01
"Coviu","Video collaboration beyond Talking Heads","https://angel.co/coviu","Sydney","Sep ’15",5,2015-09-01
"Roomz","AirBNB for shared accommodation","https://angel.co/roomz","Sydney","Sep ’12",32,2012-09-01
"Tipping Point Ventures","Investing in and building the latest generation of internet and disruptive businesses","https://angel.co/tipping-point-ventures","Sydney","Jun ’12",46,2012-06-01
"Lime Rocket","Enabling Live Connected Play by connecting SmartPhones to Big Screens","https://angel.co/lime-rocket","Sydney","Sep ’11",64,2011-09-01
"Hate You Cards","Custom Abusive Postcard App","https://angel.co/hate-you-cards","Sydney","Jun ’13",16,2013-06-01
"Fuzo","Mass Adoption FinTech Platform - Blockchains as a Service -","https://angel.co/fuzo","Sydney","Oct ’14",27,2014-10-01
"Talentrace","Better hiring decisions.","https://angel.co/talentrace","Sydney","Mar ’13",19,2013-03-01
"Fuel Brand Network","A Blog network for creative professionals","https://angel.co/fuel-brand-network","Sydney","Aug ’13",9,2013-08-01
"Qwilr","Bringing the power of the web to documents.","https://angel.co/qwilr","Sydney","Mar ’14",22,2014-03-01
"AirShr","Save, Share & Buy Anything From Radio","https://angel.co/airshr","Sydney","Jun ’14",13,2014-06-01
"MicroEnergyLabs","Making Dumb Electricity Meters Smart","https://angel.co/microenergylabs","Sydney","Sep ’12",24,2012-09-01
"Freelancer","The world's largest freelancing and crowdsourcing marketplace.","https://angel.co/freelancer-7","Sydney","Sep ’12",73,2012-09-01
"Pennybox","It's banking with training wheels","https://angel.co/pennybox","Sydney","Jan ’16",13,2016-01-01
"Macrovue","Invest in a world of ideas","https://angel.co/macrovue","Sydney","Jun ’14",18,2014-06-01
"LENS","","https://angel.co/lens-entertainment","Sydney","Apr ’15",16,2015-04-01
"CompeteShark","Competitor Insights for Digital Marketers","https://angel.co/competeshark","Sydney","Sep ’15",9,2015-09-01
"Ignition Labs","Niche Technology Seed Accelerator","https://angel.co/ignition-labs-1","Sydney","Mar ’13",31,2013-03-01
"GoFar","Improving the driving experience for all","https://angel.co/gofar","Sydney","May ’15",9,2015-05-01
"CrowdSourceHire","Giving Businesses The Confidence To Hire Right","https://angel.co/crowdsourcehire","Sydney","May ’14",20,2014-05-01
"GiveEasy","Australia’s leading provider of digital solutions to the Not for Profit Sector.","https://angel.co/giveeasy-1","Sydney","Jun ’16",3,2016-06-01
"Next Commerce","APAC's largest comparison shopping network","https://angel.co/next-commerce","Sydney","Aug ’15",2,2015-08-01
"BCG Digital Ventures","Be without peer as the world’s most sought after innovators and business builders!","https://angel.co/bcg-digital-ventures","Sydney","Apr ’14",104,2014-04-01
"CriticalArc","Enabling OmniPresence","https://angel.co/criticalarc","Sydney","Jan ’11",25,2011-01-01
"triplebackup","Eliminate SMB Downtime -  Your entire server backed up to cloud and always available.","https://angel.co/triplebackup","Sydney","Apr ’13",14,2013-04-01
"Online Agility","","https://angel.co/online-agility","Sydney","Aug ’12",8,2012-08-01
"Kapcher","Connecting brands with the best visual creatives","https://angel.co/kapcher","Sydney","Oct ’14",13,2014-10-01
"Jetabroad","International airfares from anywhere to anywhere","https://angel.co/jetabroad","Sydney","Jun ’14",12,2014-06-01
"Homepass","Uber for realestate","https://angel.co/homepass","Melbourne","Mar ’16",10,2016-03-01
"VentureCrowd","Australia's first equity based crowdfunding platform","https://angel.co/venturecrowd-pty","Sydney","Feb ’14",28,2014-02-01
"Sumwise","Creating the App Store for Spreadsheets","https://angel.co/sumwise","Sydney","Nov ’10",39,2010-11-01
"RetailMaven","Effortlessly bridging the gap between content & e-commerce (Slingshot '13)","https://angel.co/retailmaven","Sydney","Jun ’13",26,2013-06-01
"Kaliido","Kaliido is the first gay social lifestyle network for meaningful connections.","https://angel.co/kaliido","Sydney","Nov ’13",21,2013-11-01
"Snooper App","In-store marketing crowdsourcing App","https://angel.co/snooper-app","Sydney","May ’16",2,2016-05-01
"Backseat","Ridesharing Mobile Platform Sydney Australia","https://angel.co/backseat","Sydney","Apr ’14",16,2014-04-01
"Fishburners","Australia's Startup Hub","https://angel.co/fishburners","Sydney","Mar ’12",53,2012-03-01
"Pretty Good Plan","Web agency producing affordable multilingual websites for Australian SMEs","https://angel.co/pretty-good-plan","Sydney","Sep ’12",7,2012-09-01
"GlamCorner","Your Endless Wardrobe","https://angel.co/glamcorner","Sydney","Apr ’15",13,2015-04-01
"CloudHerd","Sell your cows online","https://angel.co/cloudherd","Sydney","Aug ’12",42,2012-08-01
"Stackla","Social Media curation, aggregation & reporting Saas solution for business","https://angel.co/stackla","Sydney","Mar ’12",81,2012-03-01
"District8","Retail fashion discovery and connection platform","https://angel.co/district8-1","Sydney","Aug ’13",13,2013-08-01
"Squixa","Turn Key Website Acceleration","https://angel.co/squixa","Sydney","Oct ’13",14,2013-10-01
"Intabank","Global Bandwidth Management","https://angel.co/intabank","Sydney","May ’13",9,2013-05-01
"Cyrra Pty","LinkedIn of service providers & subcontractors","https://angel.co/cyrra-pty","Sydney","Sep ’14",5,2014-09-01
"Yoshimi-Robotics","","https://angel.co/yoshimi-robotics","Sydney","Jul ’15",1,2015-07-01
"Tyde","Tyde consolidates, investigates and intelligently advises on your health","https://angel.co/tyde","San Francisco","Apr ’16",10,2016-04-01
"Car Next Door","Turning any car into a share car","https://angel.co/car-next-door","Sydney","May ’13",38,2013-05-01
"StyleRocks","www.stylerocks.com is a ground-breaking customisable jewellery site","https://angel.co/stylerocks","Sydney","Mar ’12",21,2012-03-01
"Good News","Your personal news stream","https://angel.co/good-news","Sydney","Mar ’11",11,2011-03-01
"Intergami (slidefish)","Document feedback, faster with real insights. On any device.","https://angel.co/intergami-slidefish","Sydney","Apr ’13",24,2013-04-01
"Split It","Get paid to compare","https://angel.co/split-it-2","Sydney","May ’12",23,2012-05-01
"OpenLearning","Experience online learning. The social way :)","https://angel.co/openlearning","Sydney","Mar ’13",40,2013-03-01
"BlueChilli Tech","Online tech company that builds scalable startups","https://angel.co/bluechilli-tech","Sydney","Jul ’11",82,2011-07-01
"29th Century","Apple for Data","https://angel.co/29th-century","Sydney","Nov ’15",3,2015-11-01
"The 360 Mall","Virtual Shopping Online - The Westfield of the Virtual Space","https://angel.co/the-360-mall","Sydney","Jun ’13",21,2013-06-01
"Cooper & Co","Business Technology","https://angel.co/cooper-co","Sydney","Feb ’13",17,2013-02-01
"Ackwired","Marketplace for buying and selling websites","https://angel.co/ackwired-1","Sydney","Feb ’13",11,2013-02-01
"Lisant","Beautiful full text bookmarking and feed reader.","https://angel.co/lisant","Sydney","Oct ’13",5,2013-10-01
"ASAP","Get anything from anywhere delivered in 1 hour..","https://angel.co/asap-5","Sydney","Apr ’15",7,2015-04-01
"iCentral.Co","Coworking in the Sydney city centre, curated tech start community run space.","https://angel.co/icentral-co","Sydney","May ’15",14,2015-05-01
"MemberPass","BigCommerce for service providers","https://angel.co/memberpass","Sydney","Jun ’13",15,2013-06-01
"Advisr - Insurance Stealth Startup","Insurance is broken - we are fixing it","https://angel.co/advisr-insurance-stealth-startup","Sydney","May ’16",3,2016-05-01
"Whispa Music","We turn Music Lovers into Music Makers","https://angel.co/whispa-music","Sydney","Jun ’13",42,2013-06-01
"Barker Bespoke","Tailor made suits at your price range","https://angel.co/barker-bespoke","Sydney","Feb ’15",2,2015-02-01
"WealthBay","Online Wealth Management","https://angel.co/wealthbay","Sydney","Jul ’14",14,2014-07-01
"deals extra","Australia's biggest deals directory","https://angel.co/deals-extra","Sydney","May ’12",20,2012-05-01
"TicketBeans","Events Made Social","https://angel.co/ticketbeans","Sydney","Oct ’13",8,2013-10-01
"BitPOS","Bitcoin merchant facilities (BitPAY, coinbase)","https://angel.co/bitpos","Sydney","Sep ’14",20,2014-09-01
"Wundermaker","Lego for Mobile Apps","https://angel.co/wundermaker","Sydney","Sep ’15",1,2015-09-01
"Aura Capital","","https://angel.co/aura-capital","Sydney","Apr ’15",2,2015-04-01
"AppVillage","The AppVillage is a community of entrepreneurs created to incubate and market applications","https://angel.co/appvillage","Sydney","May ’12",79,2012-05-01
"Cahoots","Crowdsourced local bulletin board for your area","https://angel.co/cahoots-4","Sydney","Sep ’15",2,2015-09-01
"Actionate","""Shopstyle"" for Action Sports. Online product aggregator","https://angel.co/actionate","Sydney","Sep ’15",1,2015-09-01
"Amethon Solutions","Mobile Analytics for Carriers","https://angel.co/amethon-solutions","Sydney","May ’12",9,2012-05-01
"SmokinThreads","Crowdsourced Fashion Label","https://angel.co/smokinthreads","Sydney","Mar ’12",11,2012-03-01
"Oddswop","Community based online classifieds","https://angel.co/oddswop","Sydney","Aug ’13",10,2013-08-01
"NetComber","Website fingerprinting : discover who really owns websites and what else they own","https://angel.co/netcomber","Sydney","Sep ’12",6,2012-09-01
"Freelancer.com","Get Work Done","https://angel.co/freelancer-com-1","Sydney","Sep ’15",7,2015-09-01
"In Marketing We Trust","We are return focused SEO Agency. Our motto: Traffic is nice. Revenue is better.","https://angel.co/in-marketing-we-trust","Sydney","Feb ’15",5,2015-02-01
"The Hacker Firm","Virtual reality app development","https://angel.co/the-hacker-firm","Sydney","May ’16",1,2016-05-01
"Livestock Connect","Connecting farmers, agents and abattoirs","https://angel.co/livestock-connect","Sydney","Aug ’13",15,2013-08-01
"Six Degrees Of Data","Understand documents without reading them","https://angel.co/six-degrees-of-data","Sydney","Jul ’14",12,2014-07-01
"25Fifteen","We craft valuable businesses","https://angel.co/25fifteen","Sydney","Feb ’14",23,2014-02-01
"Drive Yello","Food delivery drivers on demand","https://angel.co/driveyello","Sydney","Sep ’15",22,2015-09-01
"Social Health Innovations","Creating A Simple Global Digital Language","https://angel.co/social-health-innovations-pty","Sydney","Mar ’15",24,2015-03-01
"AdventureHoney","Safely book the best adventure tours and activities on Earth!","https://angel.co/adventurehoney","Sydney","Jan ’13",30,2013-01-01
"Moneysoft","Take control & understand where your money is going","https://angel.co/moneysoft","Sydney","Aug ’13",21,2013-08-01
"Dessk","Productivity from a new perspective","https://angel.co/dessk","Sydney","Sep ’12",12,2012-09-01
"Geepers","Providing people-friendly user names to identify geo-physical locations.","https://angel.co/geepers","Sydney","Jan ’13",28,2013-01-01
"Sittr","Trusted, reliable childcare on demand.","https://angel.co/sittr","Sydney","Sep ’15",2,2015-09-01
"Ayana Jewellery","Subscription Based and Made to Order Handmade Jewellery","https://angel.co/ayana-jewellery","Sydney","Sep ’14",4,2014-09-01
"DigitalSorbet","Giving women choice over family and careers.","https://angel.co/digitalsorbet","Sydney","Dec ’12",24,2012-12-01
"Oz Vs Them","The no-nonsense, Australian digital media cheat-sheet","https://angel.co/oz-vs-them","Sydney","Oct ’14",3,2014-10-01
"Local Measure","See the world through the eyes of your customers","https://angel.co/local-measure","Sydney","Jun ’12",44,2012-06-01
"homefyndr","OKCupid for personalised home search","https://angel.co/homefyndr","Sydney","Sep ’14",6,2014-09-01
"CapacityHQ","Odesk for freelance lawyers","https://angel.co/capacityhq","Sydney","Sep ’14",12,2014-09-01
"DisruptSports.com","NikeID for sports equipment. Design your own, locally made, same price as retail","https://angel.co/disruptsurfing","Sydney","Oct ’14",23,2014-10-01
